search term,similarity to brand
364,0
365,0.00127237
366,-0.0400978
367,0
368,0
369,-7.15E-06
370,4.39E-05
371,3.86E-05
372,-1.36E-05
373,0
374,-8.53E-05
375,5.93E-05
376,0
377,0
378,0
379,0
380,0
381,0.99875
382,0.000248656
383,0.000372947
384,2.85E-05
385,2.85E-05
386,-0.0117648
387,-0.0117648
388,0.056567
389,-0.0237372
390,0.00373656
391,0.00373656
392,0
393,0
394,0
395,-0.0192192
396,0
397,-0.000336373
398,0
399,0.025101
400,0.151466
401,0.0197683
402,0
403,0
404,0
405,0
406,0
407,-0.000245998
408,0.862962
409,0
410,0.520657
411,0
412,1
413,0
414,0
415,0
416,0.00340687
417,0
418,0
419,-2.38E-05
420,0.998979
421,0.999799
422,0.999594
423,0.000548529
424,0.235253
425,0
426,-0.00434076
427,0
428,0
429,-9.42E-05
430,-8.96E-05
431,0.999993
432,0.862962
433,7.11E-06
434,-0.000336373
435,4.37E-05
436,0.015834
437,0.0354184
438,-0.0635338
439,-0.00192588
440,0.0225376
441,-0.152611
442,-0.152611
443,0
444,0
445,-0.000160993
446,0
447,-0.0552784
448,-0.0329525
449,-0.0329525
450,0.0912719
451,0.000255558
452,0.0366298
453,0
454,0.000179215
455,-0.0011194
456,0
457,0
458,0.99976
459,0.99976
460,8.68E-06
461,8.68E-06
462,8.68E-06
463,0
464,0
465,2.15E-06
466,0
467,-0.0616366
468,0
469,0
470,0
471,0.000123787
472,0.0200468
473,0.999594
474,-8.45E-06
475,0.0597808
476,-7.60E-05
477,-0.000554839
478,-0.0202588
479,-0.000216555
480,0.78419
481,-0.000216555
482,-0.105232
483,0
484,1
485,0.00320095
486,0.0209405
487,0.0966141
488,0.999594
489,0
490,0
491,0.0556538
492,-0.0145723
493,-0.0708745
494,-0.0296768
495,0.450427
496,0.392499
497,0
498,0
499,0.00185988
500,0.0200468
501,0
502,0.999594
503,-0.0291991
504,0.041301
505,-0.01931
506,-0.0263659
507,0
508,0
509,0.0243394
510,0
511,0.986456
512,-0.00101611
513,0.00026621
514,-0.0113353
515,0.00817813
516,0
517,0.000879419
518,0.000879419
519,0.000879419
520,0.000879419
521,0
522,-0.000188964
523,-0.00024073
524,1
525,0.000335555
526,0.000335555
527,0
528,-0.000125078
529,0.000211061
530,-0.000125078
531,-0.0113353
532,-0.00543886
533,-0.0851737
534,0.0684919
535,0.000705082
536,0.000705082
537,1
538,0
539,0.0139263
540,0.000705082
541,-0.0384591
542,0.0166115
543,0
544,0
545,1
546,-2.75E-05
547,0.708095
548,0.190878
549,0.272683
550,0.272683
551,-0.0383722
552,0
553,5.32E-05
554,0
555,0.799063
556,1
557,-0.0532718
558,0.139933
559,0.159418
560,0.980087
561,0.159418
562,1
563,0.688097
564,0.495688
565,0.107046
566,0.00206064
567,0.0118977
568,9.18E-05
569,-0.00382432
570,0
571,0.000157709
572,0
573,7.63E-05
574,-6.54E-05
575,-0.0013336
576,-0.000409528
577,0.000828013
578,0.00830596
579,0
580,0.000139814
581,0.0879858
582,0.0360882
583,0.0360882
584,0
585,1
586,0
587,-0.000624812
588,-0.00897431
589,0.996518
590,-0.020291
591,0
592,0
593,-0.00132559
594,0
595,0.00168954
596,0.00480083
597,0.00450019
598,0.788852
599,0.0010606
600,0.00177491
601,0.790442
602,0
603,0
604,0
605,7.14E-05
606,-0.0287834
607,0.998926
608,-0.0073292
609,-0.00324576
610,-0.00370363
611,0.00119607
612,-0.183825
613,-0.183825
614,0.00919674
615,-0.0586618
616,-0.0586618
617,-0.0783796
618,1
619,0.000193472
620,0.000828013
621,0.00817813
622,0.000879419
623,0.000439218
624,0.000879419
625,0.000879419
626,-0.00025082
627,0.000251032
628,-8.12E-05
629,5.47E-05
630,0
631,0
632,-0.197977
633,0
634,0
635,0
636,0
637,0.0679273
638,-0.00096109
639,0.999575
640,0
641,0.0217685
642,0
643,0.000394269
644,0
645,0.0535943
646,0.00597557
647,0.00590268
648,0
649,0
650,0.0137308
651,0
652,0.0160562
653,0.0684919
654,-0.0851737
655,-0.0693191
656,0.999762
657,1
658,-0.0021166
659,4.54E-05
660,0.00319314
661,0.998926
662,0.99893
663,0.056567
664,-0.0836091
665,0.0697564
666,0.99998
667,-0.00176151
668,0.884492
669,-3.68E-05
670,-6.19E-05
671,0
672,-0.000121175
673,0.000352867
674,0
675,0.00019184
676,0
677,0
678,0
679,0.000242674
680,0.00472864
681,-0.116576
682,0
683,-0.0810919
684,0
685,0.000335555
686,0
687,0.98145
688,0.98145
689,0.999838
690,-0.000144574
691,-0.000144574
692,-0.0182618
693,-0.0350254
694,-0.0200213
695,-0.0182618
696,-0.0182618
697,-0.0021997
698,0.0651857
699,0
700,0
701,0
702,-0.00077743
703,0
704,0.000828013
705,0.0632202
706,0
707,0
708,1
709,0.736625
710,-0.0147161
711,0.000510331
712,0.000510331
713,0.000280218
714,1
715,-0.000200724
716,0
717,0.000545984
718,0.998927
719,0.99998
720,0.000626823
721,0.00473526
722,0
723,0
724,0
725,0
726,0
727,0
728,-0.0227692
729,-0.000700792
730,0
731,0
732,0
733,0
734,0
735,0.000150843
736,0.000150843
737,-4.52E-08
738,-4.94E-06
739,-4.94E-06
740,0.998996
741,-0.000872746
742,-4.52E-08
743,0.0174369
744,0
745,-0.065791
746,0.160611
747,0.00143414
748,-0.00159978
749,0.000111458
750,0.00643027
751,0.272683
752,0.272683
753,1.81E-06
754,0
755,0.998996
756,0
757,-4.94E-06
758,0.000137796
759,0.000380509
760,0
761,0
762,0.000160605
763,-0.000266381
764,-0.0584562
765,-0.0759903
766,4.29E-05
767,-1.96E-06
768,-1.96E-06
769,0.884492
770,3.58E-06
771,-0.00167183
772,-0.00418128
773,-0.00276656
774,-0.00010896
775,0
776,0
777,0
778,0
779,0
780,0
781,0.000199262
782,-0.00149378
783,-0.00149378
784,-7.62E-05
785,-0.00476624
786,-0.095963
787,-0.0900804
788,1
789,6.90E-05
790,1
791,0.0320989
792,0
793,0.00203082
794,0
795,-0.0851837
796,0
797,0.86764
798,0.998087
799,1
800,0
801,0.0792378
802,0.999721
803,-0.000353378
804,-0.0595418
805,0.0505124
806,-0.00136157
807,-0.088734
808,-0.00106794
809,0.000828013
810,0.00038016
811,0
812,0
813,-9.74E-05
814,-0.0179861
815,-0.0162532
816,-0.000126695
817,-0.0200213
818,0.726076
819,-0.0180817
820,-0.0180817
821,0.000313839
822,0.00161274
823,0
824,0.000157027
825,-0.000109424
826,0.206977
827,-0.0393957
828,0.990326
829,0.0732367
830,-0.00715893
831,-0.0138659
832,0.000284343
833,-8.11E-07
834,0.86764
835,0.89778
836,0.999861
837,1
838,1
839,-6.08E-05
840,7.02E-05
841,0.00045699
842,0
843,-0.00010739
844,0
845,-0.227528
846,-0.291028
847,0.999881
848,0.00195919
849,-0.00639163
850,0.0213066
851,0
852,-0.00658394
853,-0.00716328
854,-0.000303166
855,0.117637
856,0.0228018
857,0.00207074
858,0.507892
859,0.0967396
860,0.0619267
861,0.0209405
862,0.0966141
863,0.000705082
864,1
865,0.999866
866,1
867,0.000545984
868,-0.0263659
869,0.100495
870,0
871,-8.00E-07
872,0.992781
873,1
874,1
875,-0.0708069
876,0
877,-0.0453488
878,-0.0456527
879,-0.0453488
880,-0.0238969
881,-9.64E-10
882,-0.00343504
883,0.00450019
884,0.790442
885,-0.0700749
886,-0.000211655
887,8.93E-05
888,-0.197977
889,0
890,1
891,1
892,0.236425
893,0.0160744
894,1
895,-0.00129082
896,-0.0059952
897,0.0170415
898,0.998103
899,0.998103
900,0
901,-0.105232
902,0
903,0
904,-0.00964404
905,1
906,-0.00371661
907,-0.0312644
908,0.229801
909,-0.0339461
910,-0.0329525
911,-0.0329525
912,0
913,0
914,-0.00569215
915,-0.00157723
916,-0.00469548
917,-0.00174593
918,-0.00136968
919,0.0143087
920,0
921,0
922,-0.220123
923,0
924,0
925,0
926,-0.0175436
927,-0.0931776
928,0
929,0.00546551
930,1
931,0
932,-6.08E-06
933,0
934,0
935,0
936,1
937,-4.34E-06
938,1.91E-05
939,-2.44E-05
940,9.41E-05
941,0.000429021
942,1
943,0
944,0.00492443
945,0.00452674
946,0
947,0
948,0
949,0.0392217
950,0
951,0
952,-0.00474997
953,0
954,0
955,-0.0179617
956,0.150445
957,-0.161339
958,-0.0923383
959,-0.0923383
960,-0.012468
961,-0.0383722
962,0.0406034
963,0.272683
964,0.0883904
965,0
966,-0.00308372
967,0.0130851
968,0
969,-0.0179861
970,-0.000126695
971,-0.0195336
972,0.726076
973,-0.0180817
974,-0.0180817
975,-0.11073
976,-0.0105118
977,0.111264
978,0.171204
979,-0.00523363
980,-0.00330186
981,0
982,0.204313
983,1
984,0
985,-0.000890297
986,-0.00562168
987,-1.01E-05
988,-0.0218071
989,0
990,-0.035474
991,1
992,0
993,0.000123787
994,0
995,0
996,-0.288945
997,0.00404544
998,-0.000402459
999,0.00038016
1000,2.48E-05
1001,8.44E-05
1002,0
1003,0
1004,0.000155414
1005,-0.000156448
1006,0.000484506
1007,0.00319493
1008,0.000220255
1009,0
1010,0
1011,-0.000935717
1012,0.206977
1013,-0.0231712
1014,0
1015,1
1016,0
1017,-0.123778
1018,0.000108092
1019,0
1020,0.000123787
1021,0.00446923
1022,-0.160513
1023,-0.288945
1024,-0.288945
1025,-0.258278
1026,0
1027,1
1028,0
1029,0.000157027
1030,1
1031,0.046685
1032,0.276173
1033,0
1034,-0.000160993
1035,4.37E-05
1036,-0.000160993
1037,0
1038,0
1039,0
1040,0
1041,-0.121984
1042,0.00569008
1043,-0.000155875
1044,0.00932365
1045,0
1046,1
1047,0
1048,0
1049,-0.0770799
1050,0
1051,-0.000395108
1052,-0.00297809
1053,-0.00297809
1054,0.000121753
1055,0
1056,0.736804
1057,0
1058,0
1059,-0.153128
1060,0
1061,0.0208233
1062,0.831515
1063,0
1064,1.56E-05
1065,0.00907201
1066,0
1067,-0.0761845
1068,-0.0761845
1069,0.0438352
1070,1
1071,0.000152875
1072,-1.62E-05
1073,1
1074,0.000420449
1075,-1.65E-05
1076,-1.62E-05
1077,0.00972046
1078,0.0160744
1079,-0.174531
1080,1
1081,-0.141131
1082,-0.204941
1083,0.036881
1084,0.00102585
1085,0.00116154
1086,0.00167294
1087,0.00797019
1088,0.00797019
1089,0.00797019
1090,0.182971
1091,0.0425993
1092,0.0380893
1093,0.0425993
1094,0
1095,-8.96E-05
1096,0
1097,0
1098,-0.000245998
1099,-0.000245998
1100,0.862962
1101,0.056567
1102,0
1103,1
1104,0.893224
1105,0.012868
1106,-0.0526095
1107,1
1108,0
1109,-2.62E-06
1110,-0.00125314
1111,-0.00106337
1112,-0.000355697
1113,-0.00106337
1114,-0.00125314
1115,0.999925
1116,-0.00108613
1117,-0.11705
1118,0.391844
1119,0.326374
1120,0.133658
1121,0
1122,0.000200402
1123,0.713132
1124,0.00017152
1125,-0.001806
1126,0.00569008
1127,-0.001806
1128,0
1129,1
1130,1
1131,0
1132,0.0445408
1133,0.00548043
1134,0
1135,-0.00196773
1136,0.0295069
1137,0
1138,-8.53E-07
1139,0.000160605
1140,-0.000371088
1141,1
1142,1.72E-05
1143,-8.11E-07
1144,0
1145,-8.11E-07
1146,0.007902
1147,-0.040673
1148,0
1149,0
1150,-0.000353378
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0.867623
1159,1
1160,0
1161,0.00045699
1162,-0.053458
1163,-0.12519
1164,0.000104308
1165,-0.0566758
1166,0.00213867
1167,0
1168,1.30E-07
1169,-0.000532113
1170,0
1171,3.41E-05
1172,0
1173,0
1174,1
1175,0.0632202
1176,0.000367638
1177,0.000680099
1178,-0.288945
1179,-0.288945
1180,0
1181,0
1182,0
1183,0.107292
1184,0
1185,1
1186,0
1187,1
1188,-0.176865
1189,0
1190,0.0179302
1191,1
1192,0.000284343
1193,0.000284343
1194,-0.00128031
1195,0
1196,2.89E-06
1197,0.000248656
1198,0.000250678
1199,-0.00011383
1200,0
1201,-4.94E-06
1202,0
1203,-1.42E-05
1204,0
1205,0
1206,1
1207,0.000573465
1208,1.79E-09
1209,0.042734
1210,-0.000629424
1211,-0.00125768
1212,0
1213,0
1214,0.996275
1215,1
1216,0.842068
1217,0.843725
1218,0.999721
1219,-1.19E-09
1220,1
1221,0.999955
1222,0.00107519
1223,0.996275
1224,-0.000540331
1225,0.00918045
1226,0.00611857
1227,-0.00758749
1228,0.000310226
1229,0
1230,0
1231,0
1232,0
1233,0
1234,-0.068602
1235,0
1236,0.0310721
1237,-0.00241802
1238,-0.00241802
1239,0.000874393
1240,0.00028718
1241,0
1242,2.27E-09
1243,-0.000129381
1244,0.105524
1245,0
1246,-0.161857
1247,-0.166592
1248,-0.0650456
1249,0
1250,1
1251,0
1252,0
1253,0.000195317
1254,0
1255,-0.0344034
1256,0
1257,-0.0582739
1258,0.159418
1259,0
1260,-2.12E-05
1261,0
1262,0
1263,-0.00738262
1264,-0.0626921
1265,0.00159461
1266,0.103739
1267,-0.0503484
1268,-8.45E-06
1269,-0.000216555
1270,-0.00157723
1271,0
1272,0.000112473
1273,0.00895423
1274,-0.00304558
1275,0
1276,0
1277,-4.94E-06
1278,0.000137796
1279,4.26E-05
1280,0
1281,0
1282,3.56E-05
1283,-0.000131687
1284,6.19E-06
1285,-0.000402506
1286,0
1287,-0.01322
1288,0
1289,0
1290,0
1291,-0.00292642
1292,-0.00241802
1293,-0.00241802
1294,0.000874393
1295,0.000874393
1296,0
1297,0
1298,0.00636935
1299,0.000874393
1300,0.00028718
1301,-0.00111231
1302,-0.000156448
1303,0.0064057
1304,0.00319493
1305,0.00935711
1306,0.000220255
1307,-0.022299
1308,0.000762306
1309,-0.000994638
1310,0
1311,-6.71E-06
1312,0.000907002
1313,0.000256354
1314,0
1315,0.000483102
1316,-2.96E-05
1317,-0.00321418
1318,-0.00321418
1319,1
1320,0.000302258
1321,-0.00321418
1322,0
1323,0.840397
1324,0
1325,1
1326,-0.000375238
1327,-3.26E-05
1328,-0.000245998
1329,-0.000245998
1330,-8.96E-05
1331,0.999946
1332,0.999946
1333,-8.85E-05
1334,-5.51E-05
1335,-8.85E-05
1336,-8.61E-05
1337,1
1338,-0.317235
1339,-0.317235
1340,-0.293838
1341,0.000155414
1342,0.000155414
1343,0.998075
1344,0.00317452
1345,0
1346,0.0508506
1347,0
1348,0
1349,0.00038016
1350,0.753499
1351,0.753207
1352,0.0932408
1353,0.0187392
1354,0.999594
1355,-0.000764875
1356,0
1357,0
1358,0
1359,-0.0106269
1360,0
1361,-0.00101611
1362,0.000191836
1363,0.00026621
1364,0
1365,-0.159177
1366,-0.111342
1367,0.0792378
1368,-0.000370982
1369,1
1370,0.884506
1371,0.000705082
1372,0.00143414
1373,-0.00126118
1374,0
1375,0.0200468
1376,0
1377,0.0131205
1378,0.0257862
1379,0.0126492
1380,0.0155285
1381,0.0155169
1382,0.584721
1383,0.0131205
1384,0.0350945
1385,-0.0341334
1386,0
1387,-4.94E-06
1388,-4.94E-06
1389,-4.29E-05
1390,-4.52E-08
1391,0
1392,0.000129834
1393,-0.140471
1394,8.73E-05
1395,0.181754
1396,-0.11361
1397,0
1398,0.091779
1399,0.000666863
1400,-7.15E-06
1401,0.0445408
1402,0
1403,-5.66E-06
1404,-0.000211655
1405,0.00392914
1406,0
1407,-0.0129944
1408,2.43E-05
1409,0
1410,0.0115472
1411,-0.000155875
1412,0.0115472
1413,0.229801
1414,-0.0329525
1415,-0.0329525
1416,-1.52E-05
1417,0
1418,0.00838767
1419,1.18E-11
1420,0
1421,0.00450019
1422,0
1423,-0.000209573
1424,-0.00304558
1425,0.790442
1426,0.0280465
1427,0
1428,0
1429,0.000157027
1430,0.000157027
1431,0.737359
1432,-2.75E-05
1433,-0.00114428
1434,0.0205769
1435,0
1436,0
1437,0
1438,0
1439,0.00355781
1440,0
1441,2.79E-06
1442,-3.05E-05
1443,2.79E-06
1444,0.000299682
1445,-0.000684458
1446,0.99998
1447,0.0359002
1448,0.0359002
1449,0.688097
1450,-0.0609053
1451,-0.000137355
1452,-0.00321418
1453,0
1454,0
1455,1
1456,1
1457,1
1458,0
1459,0.000268505
1460,-0.000358941
1461,0
1462,0.866421
1463,0.993258
1464,0.993258
1465,0.00624183
1466,-0.0960549
1467,-0.122019
1468,-0.0212167
1469,0
1470,0
1471,0
1472,0.0250604
1473,-0.00614847
1474,-0.00507529
1475,0
1476,0
1477,0
1478,-3.18E-05
1479,3.86E-05
1480,3.86E-05
1481,5.15E-05
1482,0.0358509
1483,0.0141351
1484,0.0360127
1485,0
1486,0.999594
1487,0.0224983
1488,0
1489,0
1490,0
1491,-0.000105891
1492,-0.00276656
1493,0
1494,0
1495,0
1496,0
1497,-0.00738262
1498,-0.0626921
1499,-0.0503484
1500,-3.43E-06
1501,-3.43E-06
1502,0.785584
1503,-0.00125314
1504,0.999922
1505,0.0444586
1506,-0.023736
1507,0.99875
1508,0
1509,-0.00481469
1510,2.02E-06
1511,0
1512,0
1513,-0.0181175
1514,0.00480083
1515,0.00450019
1516,0.00123123
1517,0.790442
1518,0.00498626
1519,-0.0566758
1520,0.000435518
1521,-0.104945
1522,0.999977
1523,0.393925
1524,0
1525,-0.00321418
1526,-0.00321418
1527,-4.90E-05
1528,-0.00321418
1529,0
1530,0
1531,-0.000169188
1532,-0.000215797
1533,-0.0531361
1534,-0.000135029
1535,-6.85E-05
1536,0.000561515
1537,0.683082
1538,0
1539,0
1540,0.0140125
1541,1
1542,0.000705082
1543,0
1544,0
1545,0
1546,0.000325604
1547,0
1548,0
1549,0
1550,0
1551,-0.000130672
1552,1.75E-05
1553,0.011091
1554,1
1555,0
1556,0
1557,1
1558,0.000647834
1559,0.00320095
1560,0
1561,-0.0163181
1562,1
1563,0.999783
1564,-0.000303771
1565,0.000407761
1566,0
1567,-0.000303771
1568,-0.000303771
1569,0.00350695
1570,0.00350695
1571,0
1572,0
1573,0.139623
1574,0
1575,0.000265009
1576,-1.61E-05
1577,0.9985
1578,0.0231725
1579,0.0231725
1580,1
1581,0.0294885
1582,0.0294885
1583,0.00286999
1584,-0.000615447
1585,0.00483583
1586,0
1587,-0.0349716
1588,0
1589,-0.00382284
1590,0.99984
1591,0
1592,0
1593,-0.000358941
1594,-0.000535184
1595,0
1596,0
1597,1.06E-05
1598,-3.43E-06
1599,-3.43E-06
1600,0
1601,-3.43E-06
1602,0
1603,-0.0507497
1604,0
1605,-0.0759903
1606,-0.0534935
1607,0
1608,-8.83E-05
1609,-0.000336342
1610,-0.00109555
1611,-9.00E-05
1612,1
1613,0
1614,0
1615,-0.0192192
1616,0
1617,-0.000247426
1618,0
1619,0.0138323
1620,0.00506497
1621,0.00465019
1622,0.00633117
1623,-0.00152752
1624,0.130479
1625,0.0354364
1626,0
1627,0.999742
1628,0.999742
1629,1
1630,1
1631,0
1632,0
1633,0
1634,0
1635,-8.87E-06
1636,0
1637,1.86E-05
1638,0
1639,1.56E-05
1640,0.00907201
1641,0
1642,0.772453
1643,0.00365134
1644,1.78E-05
1645,1.57E-05
1646,0
1647,-0.000109424
1648,1.78E-05
1649,0
1650,0
1651,0
1652,1
1653,-0.000998068
1654,0
1655,0
1656,0.00266722
1657,0
1658,0.00266722
1659,0.138341
1660,1
1661,0.00196469
1662,0
1663,-0.0229002
1664,0
1665,-0.032896
1666,-0.105232
1667,0.126925
1668,0.139221
1669,0
1670,-4.94E-06
1671,-3.22E-06
1672,-4.94E-06
1673,-4.94E-06
1674,0
1675,-0.120624
1676,-0.335621
1677,0.0159332
1678,-0.11705
1679,-0.126698
1680,0.999879
1681,-0.126244
1682,-0.0136318
1683,0.0604563
1684,-0.04502
1685,0
1686,0.0608547
1687,0
1688,0.0608547
1689,0
1690,-0.04502
1691,0
1692,0
1693,0
1694,1
1695,0.797677
1696,-0.0425388
1697,0
1698,-0.0425388
1699,0
1700,0
1701,0
1702,0.000248656
1703,0.000250517
1704,-0.00011383
1705,2.36E-06
1706,-0.0180817
1707,-0.0180817
1708,-0.0162532
1709,-0.000126695
1710,-0.0182618
1711,-0.0180817
1712,-0.00172895
1713,0.884502
1714,-0.0056215
1715,-3.50E-05
1716,0
1717,0.060735
1718,-0.0276794
1719,0.0275167
1720,5.45E-05
1721,-0.033325
1722,-0.000157712
1723,0.00339084
1724,-0.0511432
1725,0.0468991
1726,0
1727,0
1728,-0.00189716
1729,-0.0200213
1730,-0.0200213
1731,-0.0182618
1732,0
1733,-0.0774471
1734,0.000166521
1735,0
1736,0.0258493
1737,-0.188622
1738,0.00368359
1739,0.000967605
1740,0
1741,-0.0393957
1742,-0.000977744
1743,-0.0983448
1744,0
1745,8.73E-05
1746,0
1747,0
1748,0
1749,0.00456592
1750,-0.00126118
1751,0.0200468
1752,0.0200468
1753,0
1754,0
1755,0
1756,-0.000166308
1757,0
1758,0.00215118
1759,0.00177396
1760,0.00132372
1761,0.00177396
1762,0.00177396
1763,0.00817813
1764,0.000251032
1765,0.0110166
1766,-1.23E-05
1767,-0.0352351
1768,-0.00936932
1769,0
1770,0.997711
1771,0
1772,0.000243458
1773,-0.00114428
1774,-0.000245998
1775,0.024692
1776,0.024692
1777,0.0248816
1778,0.0247815
1779,-0.00160241
1780,0
1781,-0.0231455
1782,0.00268268
1783,-0.000203928
1784,-0.000162476
1785,0
1786,0
1787,-0.00282419
1788,-0.019672
1789,0
1790,0
1791,0.0966141
1792,0
1793,0
1794,0
1795,-0.0120027
1796,0.000249694
1797,0.000250678
1798,-6.79E-06
1799,-6.79E-06
1800,3.92E-06
1801,0.0453733
1802,0.0538337
1803,0
1804,0
1805,8.73E-05
1806,-1.85E-05
1807,-1.58E-05
1808,0
1809,0
1810,-0.00146518
1811,-0.0338885
1812,0
1813,0
1814,0
1815,-0.023052
1816,0
1817,-0.000358143
1818,0.999791
1819,0
1820,-0.00026472
1821,-4.58E-05
1822,0
1823,0
1824,0
1825,0
1826,2.02E-06
1827,2.02E-06
1828,2.02E-06
1829,0.998103
1830,0.000232693
1831,0.000574251
1832,1
1833,0.0274047
1834,0.0274047
1835,0.0274047
1836,0.0274047
1837,0.0899232
1838,0
1839,0.496144
1840,-1.57E-05
1841,-5.69E-06
1842,0.00318974
1843,0.179424
1844,-0.183117
1845,-0.0443871
1846,0.050488
1847,0
1848,0.0731366
1849,0
1850,0.144678
1851,-1.57E-05
1852,-8.87E-06
1853,0.00289796
1854,0.827697
1855,-0.0195468
1856,-2.40E-07
1857,0
1858,0
1859,0
1860,-0.000393401
1861,1.37E-07
1862,0
1863,0
1864,0
1865,0
1866,0.001569
1867,1
1868,0
1869,-0.202034
1870,0
1871,1
1872,0
1873,0
1874,-0.00279998
1875,-0.00221689
1876,6.83E-05
1877,-1.27E-05
1878,0.00844152
1879,0
1880,-0.0175006
1881,-0.19684
1882,1
1883,3.35E-07
1884,0.000509393
1885,0.165666
1886,-0.00157723
1887,-0.0271516
1888,0.011181
1889,0
1890,0
1891,1
1892,-0.00371661
1893,0
1894,0.775602
1895,0.0912719
1896,0
1897,0.000352867
1898,0.000411148
1899,0.000411148
1900,0.0357668
1901,0.00227442
1902,0.000907002
1903,0
1904,1
1905,0.00702579
1906,0.0049856
1907,0
1908,-0.0923824
1909,0.00557379
1910,0
1911,-0.0739909
1912,-0.000211655
1913,0
1914,0
1915,0
1916,0.000299682
1917,0.000111031
1918,0
1919,0
1920,0.000108245
1921,1
1922,0.00915168
1923,0.00942081
1924,1
1925,0
1926,-3.23E-05
1927,-0.00303103
1928,0
1929,-0.0010902
1930,0
1931,1
1932,0
1933,0
1934,0
