search term,similarity to product description
392,-0.0272256
393,0.0
394,0.14344
395,0.107036
396,0.160597
397,0.232439
398,0.133387
399,0.252554
400,0.576672
401,0.190035
402,0.279305
403,0.0
404,0.143983
405,0.440102
406,0.213899
407,0.379027
408,0.379835
409,-0.0161287
410,0.441001
411,0.804047
412,0.848589
413,0.844168
414,0.178508
415,0.165738
416,0.155431
417,0.381953
418,0.225834
419,-0.00636292
420,0.200633
421,0.0337191
422,0.18127
423,0.603791
424,0.144197
425,0.0434271
426,0.0138704
427,0.122804
428,0.0
429,0.330542
430,0.172119
431,0.303445
432,0.222244
433,0.328155
434,0.206151
435,0.104041
436,0.237813
437,0.183909
438,0.219965
439,0.43152
440,-0.00660754
441,0.147324
442,0.111995
443,0.0694641
444,0.0
445,0.328879
446,0.000306865
447,0.0879508
448,0.122939
449,0.122392
450,0.1628
451,0.1893
452,0.462353
453,0.0830602
454,0.0774333
455,0.107029
456,0.447341
457,0.520203
458,0.0882049
459,0.357102
460,0.296175
461,0.497292
462,0.525241
463,0.391159
464,0.408333
465,0.187272
466,0.0
467,0.354215
468,0.0488123
469,0.376213
470,0.426007
471,0.312919
472,0.26401
473,0.274983
474,0.28851
475,0.0593491
476,0.0777275
477,0.404147
478,0.0991139
479,0.0592174
480,0.448806
481,0.0374601
482,0.475323
483,0.603689
484,0.616493
485,0.577737
486,0.297058
487,0.0830099
488,0.0946369
489,0.564349
490,0.00319785
491,0.261583
492,0.139779
493,0.017785
494,0.165232
495,0.601448
496,0.17437
497,0.351038
498,0.0573434
499,0.678831
500,0.295158
501,0.155079
502,0.166493
503,0.240149
504,0.128896
505,0.0612628
506,0.0286534
507,0.148211
508,0.305153
509,0.313134
510,0.100953
511,0.161828
512,0.0467748
513,0.314705
514,0.626668
515,0.186407
516,0.0075359
517,0.408929
518,0.608498
519,0.600361
520,0.453384
521,0.0
522,0.447715
523,0.495332
524,0.142426
525,0.128491
526,0.128105
527,0.109302
528,0.226122
529,0.181801
530,0.221258
531,0.635974
532,0.0493024
533,0.417435
534,0.614173
535,0.023707
536,0.0512737
537,0.1346
538,0.101069
539,0.100858
540,0.0579456
541,0.22741
542,0.150529
543,0.224066
544,0.205139
545,0.528456
546,0.206847
547,0.145733
548,0.0563225
549,0.0403609
550,0.0448529
551,0.151521
552,0.0384263
553,0.0311972
554,0.048189
555,0.266282
556,0.483102
557,0.320699
558,0.424726
559,0.432249
560,0.378071
561,0.465759
562,0.30177
563,0.494301
564,0.376668
565,0.326414
566,0.176692
567,0.0420554
568,0.125098
569,0.301187
570,0.0580431
571,0.0709609
572,0.0479576
573,0.14394
574,0.0985881
575,0.376963
576,0.116873
577,0.220752
578,0.175014
579,0.600412
580,0.24383
581,0.557683
582,0.485041
583,0.488743
584,0.0113565
585,0.289916
586,0.152979
587,0.0727218
588,0.149225
589,0.20849
590,0.262504
591,0.603938
592,0.165661
593,0.0737129
594,0.0934559
595,0.180352
596,0.381202
597,0.384233
598,0.287373
599,0.130007
600,0.354168
601,0.517723
602,0.331318
603,0.096361
604,0.126001
605,0.146036
606,0.217399
607,0.326604
608,0.0204911
609,0.0235543
610,0.0212563
611,0.03369
612,0.118636
613,0.117729
614,0.0595299
615,0.247421
616,0.369333
617,0.303069
618,0.295528
619,0.00385876
620,0.200491
621,0.230985
622,0.140388
623,0.214685
624,0.141882
625,0.187347
626,0.222898
627,0.105956
628,0.0128997
629,0.276553
630,-0.0138019
631,0.0367033
632,0.472554
633,0.342822
634,-0.00873135
635,0.0995844
636,0.0
637,0.391529
638,0.219911
639,0.340978
640,0.0439213
641,0.162848
642,0.491106
643,0.13138
644,0.561566
645,0.134925
646,0.072025
647,0.0660143
648,-0.0142739
649,0.110425
650,0.135872
651,0.178137
652,0.0759865
653,0.291725
654,0.280666
655,0.290987
656,0.721465
657,0.543352
658,-0.00784881
659,0.302527
660,0.0521038
661,0.242981
662,0.234385
663,0.342159
664,0.267352
665,0.427968
666,0.414045
667,0.393005
668,0.246297
669,0.12463
670,0.215621
671,0.115579
672,0.13402
673,0.286772
674,0.149902
675,0.0144086
676,0.207153
677,0.181543
678,0.113537
679,0.260417
680,-0.00048692
681,0.577103
682,0.337952
683,0.364361
684,0.41342
685,0.155854
686,0.0459616
687,0.0235137
688,0.136965
689,0.110553
690,0.0988886
691,0.0688667
692,0.532658
693,0.273935
694,0.592765
695,0.588538
696,0.550486
697,0.138526
698,0.0791861
699,0.0921344
700,0.0236996
701,0.0212852
702,0.191782
703,0.0552169
704,0.030119
705,0.222696
706,0.558186
707,0.240011
708,0.306933
709,0.386107
710,0.0887616
711,0.308243
712,0.308243
713,0.287241
714,0.311864
715,0.0733848
716,0.0
717,0.484323
718,0.264091
719,0.277731
720,0.304091
721,0.0461645
722,0.253899
723,-0.0193708
724,0.0163017
725,0.488983
726,0.488983
727,0.253899
728,0.746829
729,-0.00525029
730,0.0163017
731,0.128017
732,0.253899
733,0.253899
734,0.0063379
735,0.118706
736,0.129389
737,0.393316
738,0.475744
739,0.475638
740,0.132817
741,0.00970653
742,0.393316
743,0.0646515
744,0.1458
745,0.217794
746,0.118793
747,0.14552
748,0.0890777
749,0.283609
750,0.133477
751,0.0408064
752,0.0404432
753,0.218076
754,0.246851
755,0.148147
756,0.291735
757,0.427491
758,0.205531
759,0.192927
760,0.129861
761,0.0641141
762,0.134344
763,0.215366
764,0.305534
765,0.313662
766,0.0077001
767,0.349931
768,0.349931
769,0.278579
770,0.0076099
771,0.461598
772,0.281128
773,0.249078
774,0.283616
775,0.137292
776,0.0
777,0.220729
778,0.00784475
779,0.187034
780,0.317143
781,0.328386
782,0.336031
783,0.336031
784,0.375318
785,0.24537
786,0.253815
787,0.426135
788,0.144103
789,0.0303272
790,0.321652
791,0.13028
792,0.370241
793,0.224019
794,0.168536
795,0.230205
796,0.423394
797,0.144055
798,0.284334
799,0.52104
800,0.570442
801,0.159453
802,0.0705284
803,0.273952
804,0.339264
805,0.211264
806,0.110981
807,0.18247
808,0.207848
809,0.0210457
810,0.324307
811,0.0297469
812,0.0213374
813,0.305902
814,0.562797
815,0.568762
816,0.330433
817,0.578091
818,0.642995
819,0.590675
820,0.582135
821,0.234302
822,0.271262
823,0.294056
824,0.260046
825,0.417284
826,0.337124
827,0.440072
828,0.564065
829,0.141825
830,0.123265
831,0.0883149
832,0.169946
833,0.470147
834,0.178758
835,0.273577
836,0.214734
837,0.293956
838,0.343208
839,0.112981
840,0.138098
841,0.581241
842,0.201651
843,-0.0693684
844,0.505286
845,0.0633306
846,0.110636
847,0.22757
848,0.329204
849,0.399816
850,0.410664
851,-0.0257571
852,0.150806
853,0.135605
854,0.109346
855,0.181421
856,0.105824
857,0.172083
858,0.0375113
859,0.451072
860,0.341733
861,0.462455
862,0.172743
863,0.199286
864,0.263073
865,0.122553
866,0.390815
867,0.690784
868,0.502299
869,0.157417
870,0.287182
871,0.0253666
872,0.513829
873,0.621389
874,0.0639147
875,0.50956
876,0.0927102
877,0.193446
878,0.285746
879,0.235715
880,0.183626
881,0.264267
882,0.0531166
883,0.281171
884,0.310776
885,0.782895
886,0.305107
887,0.330101
888,0.412856
889,0.242065
890,0.27402
891,-0.0012801
892,0.0636387
893,0.0383906
894,0.216577
895,0.18096
896,0.156479
897,0.118661
898,0.342938
899,0.228616
900,0.0734233
901,0.43545
902,0.0664424
903,0.111723
904,0.143263
905,0.416528
906,0.151012
907,0.334384
908,0.357688
909,0.130375
910,0.252365
911,0.251201
912,0.0904651
913,0.336212
914,0.510235
915,0.449381
916,0.133413
917,0.552794
918,0.358606
919,0.443824
920,0.145191
921,-0.0325143
922,0.156898
923,0.0913785
924,0.142465
925,0.109574
926,0.239484
927,0.0462582
928,0.229034
929,0.0474457
930,0.357811
931,0.0431673
932,0.0807255
933,0.17837
934,0.0967445
935,0.0418842
936,0.33382
937,0.423803
938,0.512053
939,0.289379
940,0.204704
941,0.339075
942,0.32589
943,0.299553
944,0.343768
945,0.11773
946,0.357643
947,0.0462826
948,-0.0090218
949,0.186379
950,0.135301
951,-0.0217365
952,0.019965
953,0.0902486
954,0.00462178
955,0.026053
956,0.0269041
957,-0.00271061
958,0.00939554
959,0.00768462
960,0.0691684
961,0.0197016
962,0.251653
963,0.0337639
964,0.212718
965,0.0817678
966,0.150265
967,0.129744
968,0.0422012
969,0.5772
970,0.265344
971,0.374126
972,0.681329
973,0.667443
974,0.602906
975,0.00744428
976,0.181226
977,0.31919
978,0.404409
979,0.118745
980,0.0450196
981,0.046885
982,0.052395
983,0.165193
984,-0.0117574
985,0.374724
986,0.231391
987,0.439398
988,0.261569
989,0.288571
990,0.209592
991,0.280776
992,0.463863
993,0.245168
994,0.0364069
995,0.276586
996,0.4258
997,0.314271
998,0.239873
999,0.161884
1000,-0.00751469
1001,0.163058
1002,0.0466196
1003,0.0
1004,0.373526
1005,0.352165
1006,0.252915
1007,0.08074
1008,0.0946788
1009,0.393454
1010,0.0
1011,0.171095
1012,0.359047
1013,0.312526
1014,0.114619
1015,0.223459
1016,-0.00218889
1017,0.103476
1018,0.231877
1019,0.463164
1020,0.323349
1021,0.219161
1022,0.321865
1023,0.239942
1024,0.278601
1025,0.275089
1026,0.141455
1027,0.055379
1028,0.0
1029,0.00280737
1030,0.0959992
1031,0.0988157
1032,0.0196804
1033,0.307003
1034,-0.00284359
1035,0.131989
1036,0.0572538
1037,-0.00610888
1038,0.276111
1039,0.145237
1040,0.0871616
1041,0.587541
1042,0.0486992
1043,0.127055
1044,0.147839
1045,-0.0194678
1046,0.310349
1047,0.242848
1048,0.298006
1049,-0.000505059
1050,0.126027
1051,0.0443723
1052,0.0191524
1053,-0.0157453
1054,0.397132
1055,0.0067863
1056,0.107921
1057,0.444855
1058,0.0643416
1059,0.204204
1060,0.322655
1061,0.0588346
1062,0.0147103
1063,0.276122
1064,0.291621
1065,0.304045
1066,0.251905
1067,0.668822
1068,0.668822
1069,0.0511247
1070,0.0595022
1071,0.103517
1072,0.326295
1073,0.0595022
1074,-0.00908863
1075,0.162146
1076,0.198573
1077,0.124569
1078,0.301282
1079,-0.0500095
1080,0.544205
1081,0.00822148
1082,0.0888452
1083,0.30647
1084,0.0390331
1085,0.0463445
1086,0.313763
1087,0.3988
1088,0.158474
1089,0.284126
1090,0.240579
1091,0.703002
1092,0.549437
1093,0.734924
1094,0.429554
1095,0.495554
1096,0.503167
1097,0.0
1098,0.434944
1099,0.570008
1100,0.401796
1101,0.869371
1102,0.00875085
1103,0.178374
1104,0.0404261
1105,0.588005
1106,0.387518
1107,0.0891435
1108,0.44158
1109,0.21062
1110,0.2588
1111,0.433263
1112,0.362646
1113,0.502076
1114,0.365738
1115,0.413034
1116,0.507687
1117,0.363377
1118,0.176872
1119,0.158748
1120,0.321743
1121,0.24689
1122,0.118146
1123,0.179214
1124,0.127013
1125,0.130999
1126,0.0204395
1127,0.151387
1128,0.220292
1129,0.237907
1130,0.306524
1131,0.257096
1132,0.171097
1133,0.333147
1134,0.160568
1135,0.496341
1136,0.518213
1137,0.346866
1138,0.107119
1139,0.326443
1140,0.246383
1141,0.469778
1142,0.0966916
1143,0.247035
1144,0.469644
1145,0.438092
1146,0.056122
1147,0.392802
1148,0.43016
1149,0.480094
1150,0.268964
1151,0.0743274
1152,0.0269826
1153,0.0214433
1154,0.0253554
1155,0.0639885
1156,0.0334431
1157,0.0353861
1158,0.351416
1159,0.240017
1160,0.382144
1161,0.276287
1162,-0.0217175
1163,0.0912456
1164,-0.0197854
1165,0.226753
1166,0.214887
1167,0.395281
1168,0.416639
1169,0.542591
1170,0.345822
1171,0.562378
1172,0.128207
1173,0.103742
1174,0.250893
1175,0.107071
1176,0.0237444
1177,0.0590801
1178,-0.0304373
1179,-0.0281592
1180,0.505153
1181,0.12289
1182,0.183696
1183,0.490972
1184,0.162746
1185,0.419579
1186,0.672869
1187,0.670827
1188,0.540525
1189,0.219911
1190,0.153656
1191,0.22989
1192,0.217458
1193,0.217925
1194,0.380518
1195,0.170645
1196,0.205937
1197,0.253043
1198,0.223244
1199,0.342624
1200,0.0814395
1201,0.659492
1202,0.0774838
1203,0.263091
1204,0.383305
1205,0.205333
1206,0.279468
1207,0.333198
1208,0.200386
1209,0.308325
1210,0.0454862
1211,0.390189
1212,0.100191
1213,0.407526
1214,0.298952
1215,0.325827
1216,0.347515
1217,0.331589
1218,0.17072
1219,0.0270469
1220,0.327735
1221,0.465367
1222,0.400017
1223,0.325847
1224,0.393975
1225,-0.00591982
1226,0.0143023
1227,0.115542
1228,0.120505
1229,0.0697084
1230,0.0779743
1231,0.0200869
1232,0.282587
1233,0.276609
1234,0.186988
1235,0.171957
1236,0.0846481
1237,0.469061
1238,0.464439
1239,0.489591
1240,0.262761
1241,0.0459825
1242,0.277513
1243,0.0488148
1244,0.264772
1245,0.0720191
1246,0.249629
1247,0.334622
1248,0.213936
1249,0.249494
1250,0.2234
1251,0.0908174
1252,0.351927
1253,0.215409
1254,0.0466603
1255,0.460665
1256,0.316468
1257,0.327563
1258,0.391195
1259,0.225972
1260,0.673544
1261,0.203535
1262,0.194665
1263,0.159896
1264,0.443552
1265,0.195416
1266,-0.0179256
1267,-0.0136817
1268,0.247128
1269,0.375892
1270,0.447975
1271,0.242324
1272,0.230945
1273,0.497329
1274,0.458524
1275,0.437456
1276,0.455331
1277,0.495486
1278,0.203293
1279,0.264908
1280,0.128466
1281,0.0
1282,0.0415125
1283,0.452158
1284,0.0132416
1285,0.390569
1286,0.0694863
1287,0.067013
1288,0.0296435
1289,0.230935
1290,0.185332
1291,0.223665
1292,0.242107
1293,0.243163
1294,0.507771
1295,0.298225
1296,0.229926
1297,0.0
1298,0.294958
1299,0.550865
1300,0.296092
1301,0.272397
1302,0.350049
1303,0.0817912
1304,0.0830504
1305,0.0329341
1306,0.0829456
1307,0.0637681
1308,0.349677
1309,0.270689
1310,0.0846711
1311,0.613622
1312,0.389314
1313,0.201648
1314,0.086913
1315,0.137324
1316,0.325444
1317,0.416063
1318,0.330768
1319,0.230114
1320,0.0549318
1321,0.151092
1322,0.392809
1323,0.034498
1324,-0.0145641
1325,0.32218
1326,0.216786
1327,0.0275311
1328,0.177562
1329,0.215485
1330,0.192001
1331,0.390561
1332,0.482065
1333,0.216606
1334,0.0627382
1335,0.502074
1336,0.200879
1337,0.396701
1338,0.297381
1339,0.301293
1340,0.218359
1341,0.201309
1342,0.142157
1343,0.185712
1344,0.273942
1345,0.574433
1346,0.22628
1347,0.0652568
1348,0.0790246
1349,-0.00395756
1350,0.080952
1351,0.110678
1352,0.448422
1353,0.204574
1354,0.249781
1355,0.293562
1356,-0.00129578
1357,0.192433
1358,0.00569646
1359,0.0239287
1360,0.0764735
1361,0.00866375
1362,0.00771076
1363,0.00764215
1364,0.0
1365,0.0542501
1366,0.228213
1367,0.153344
1368,0.185961
1369,0.458115
1370,0.293514
1371,0.371885
1372,0.110658
1373,0.231591
1374,0.0293178
1375,0.124945
1376,0.0
1377,0.696406
1378,0.32452
1379,0.659489
1380,0.662677
1381,0.702117
1382,0.707633
1383,0.696242
1384,0.146613
1385,0.262127
1386,0.343728
1387,0.423256
1388,0.466013
1389,0.0152279
1390,0.371954
1391,0.101728
1392,0.143424
1393,0.165524
1394,0.363585
1395,0.109229
1396,0.130026
1397,0.113624
1398,-0.0109123
1399,0.0678869
1400,0.203852
1401,0.365889
1402,0.0751514
1403,0.128835
1404,0.406774
1405,0.283229
1406,0.29376
1407,0.32456
1408,0.0426771
1409,0.140133
1410,0.414171
1411,0.253594
1412,0.329194
1413,0.268633
1414,0.135133
1415,0.133349
1416,0.327978
1417,0.38621
1418,0.0208654
1419,0.349597
1420,0.169241
1421,0.211298
1422,0.139268
1423,0.0315021
1424,0.289673
1425,0.204108
1426,0.391423
1427,0.1762
1428,-0.013338
1429,-0.000683274
1430,0.00307745
1431,0.49217
1432,-0.00313498
1433,0.244376
1434,-0.0198823
1435,-0.031354
1436,0.140557
1437,0.346162
1438,0.087512
1439,0.242776
1440,0.106044
1441,0.188141
1442,0.360911
1443,0.314268
1444,0.456169
1445,0.377009
1446,0.413168
1447,0.115957
1448,0.111545
1449,0.48354
1450,0.397637
1451,0.0216697
1452,0.273677
1453,0.112773
1454,0.0
1455,0.467797
1456,0.30617
1457,0.353075
1458,0.30082
1459,0.148342
1460,0.359757
1461,0.399496
1462,0.51552
1463,0.432038
1464,0.43967
1465,0.357243
1466,0.161035
1467,0.341969
1468,0.0599397
1469,0.143888
1470,0.170611
1471,0.0624406
1472,0.0764187
1473,0.198269
1474,0.0623815
1475,0.0
1476,0.206164
1477,0.0
1478,0.250364
1479,0.0867024
1480,0.12856
1481,0.104506
1482,0.540543
1483,0.0613371
1484,0.571451
1485,0.0
1486,0.158812
1487,0.573884
1488,0.0840057
1489,0.0735349
1490,0.500131
1491,0.19938
1492,0.308596
1493,0.071076
1494,0.486337
1495,0.48368
1496,0.0378763
1497,0.130062
1498,0.408618
1499,0.0583609
1500,0.0662583
1501,0.0662583
1502,0.157875
1503,0.379261
1504,0.401353
1505,0.452295
1506,0.0596286
1507,0.38117
1508,0.0574257
1509,0.233996
1510,0.235808
1511,0.0866837
1512,0.0450834
1513,0.397688
1514,0.221821
1515,0.227409
1516,0.190783
1517,0.327145
1518,0.163253
1519,0.365652
1520,0.146237
1521,0.392099
1522,0.239532
1523,0.156814
1524,0.0767924
1525,0.287571
1526,0.467174
1527,0.0600033
1528,0.287571
1529,0.175614
1530,0.43232
1531,0.223875
1532,0.235482
1533,0.302567
1534,0.527415
1535,0.522199
1536,0.445802
1537,0.217342
1538,0.517277
1539,0.485793
1540,0.437175
1541,0.48289
1542,0.397624
1543,0.0895655
1544,0.0301972
1545,0.0886772
1546,0.211912
1547,0.122026
1548,0.246201
1549,0.841399
1550,0.129306
1551,0.0675611
1552,0.106884
1553,0.179336
1554,0.16258
1555,-0.0137967
1556,0.664902
1557,0.681585
1558,0.227267
1559,0.111744
1560,0.00783615
1561,0.326323
1562,0.655506
1563,0.205745
1564,0.387494
1565,0.0293929
1566,0.217003
1567,0.386945
1568,0.241054
1569,0.13792
1570,0.164481
1571,0.117395
1572,0.108345
1573,0.0690165
1574,0.111389
1575,0.00494729
1576,0.667303
1577,0.262695
1578,0.540304
1579,0.544053
1580,0.117473
1581,0.179544
1582,0.177117
1583,0.373135
1584,0.55429
1585,0.273466
1586,0.0888954
1587,0.000571489
1588,0.483442
1589,0.0154101
1590,0.167777
1591,0.32128
1592,0.279442
1593,0.358547
1594,0.222673
1595,0.0898561
1596,0.0609564
1597,0.00538559
1598,0.306757
1599,0.306757
1600,0.0470003
1601,0.306757
1602,0.0
1603,0.102325
1604,0.161974
1605,0.0599733
1606,0.0997283
1607,0.387024
1608,0.320943
1609,0.558149
1610,0.503473
1611,0.259745
1612,0.0432422
1613,0.223622
1614,0.221122
1615,0.199018
1616,0.253091
1617,0.179235
1618,0.221122
1619,0.10903
1620,0.500417
1621,0.625005
1622,0.670112
1623,0.152999
1624,0.323284
1625,0.787013
1626,0.213797
1627,0.398579
1628,0.376017
1629,0.453971
1630,0.467333
1631,0.516825
1632,0.322263
1633,0.590197
1634,0.619572
1635,0.260674
1636,0.384045
1637,0.20249
1638,0.619572
1639,0.330305
1640,0.353771
1641,0.221345
1642,0.0863671
1643,0.169968
1644,0.459007
1645,0.37687
1646,0.432328
1647,0.344764
1648,0.336461
1649,0.0
1650,0.268925
1651,0.391041
1652,0.0468617
1653,0.171363
1654,0.150236
1655,0.0791844
1656,0.0438315
1657,0.0818415
1658,0.0113139
1659,0.105632
1660,0.416682
1661,-0.014222
1662,0.167084
1663,0.391679
1664,0.125423
1665,0.191974
1666,0.458144
1667,0.0111945
1668,0.0146748
1669,0.0881845
1670,0.56569
1671,0.527314
1672,0.517986
1673,0.56569
1674,0.0102112
1675,0.271708
1676,0.250281
1677,0.298644
1678,0.254037
1679,0.0956366
1680,0.338247
1681,0.0889978
1682,0.27767
1683,0.0623148
1684,0.134443
1685,0.0326893
1686,0.0148362
1687,0.215585
1688,0.0252354
1689,0.0632611
1690,0.14352
1691,0.0
1692,0.146781
1693,0.114198
1694,0.163295
1695,0.198204
1696,0.273604
1697,0.0329514
1698,0.256812
1699,0.0404778
1700,0.196755
1701,0.19616
1702,0.229583
1703,0.172044
1704,0.321845
1705,0.255334
1706,0.555441
1707,0.551843
1708,0.523768
1709,0.30152
1710,0.588983
1711,0.536829
1712,0.199212
1713,0.21964
1714,0.145973
1715,0.23579
1716,0.0452567
1717,0.335735
1718,0.16293
1719,0.200038
1720,0.280864
1721,0.0258098
1722,0.2523
1723,0.111795
1724,0.0837057
1725,0.0355614
1726,0.141696
1727,0.0
1728,0.0176157
1729,0.604938
1730,0.598329
1731,0.603212
1732,0.0384203
1733,0.443393
1734,0.386494
1735,0.403474
1736,0.136264
1737,0.214408
1738,0.453213
1739,0.103085
1740,0.0
1741,0.183599
1742,0.404456
1743,0.116982
1744,0.0
1745,0.0139434
1746,0.142065
1747,0.142065
1748,0.376715
1749,0.218851
1750,0.302591
1751,0.276176
1752,0.276176
1753,0.134265
1754,0.0
1755,0.258291
1756,0.142677
1757,0.0553576
1758,0.66709
1759,0.187317
1760,0.660794
1761,0.656545
1762,0.187317
1763,0.177921
1764,0.332495
1765,0.0241759
1766,0.0562138
1767,0.129619
1768,0.317886
1769,-0.00923626
1770,0.348674
1771,0.00291818
1772,-0.00642626
1773,0.245308
1774,0.58212
1775,0.368019
1776,0.31087
1777,0.469684
1778,0.428791
1779,0.401774
1780,0.38255
1781,0.0798117
1782,0.509172
1783,0.169065
1784,0.515094
1785,0.0213056
1786,0.60115
1787,0.481324
1788,0.292601
1789,0.178241
1790,0.41322
1791,0.0211861
1792,0.140035
1793,0.473545
1794,0.213572
1795,0.0602391
1796,0.0574278
1797,0.118759
1798,0.316148
1799,0.292578
1800,0.488426
1801,0.0692518
1802,0.0849717
1803,0.168869
1804,0.0168135
1805,0.034952
1806,0.537025
1807,0.528323
1808,0.169159
1809,0.186443
1810,0.228806
1811,0.261905
1812,0.138185
1813,0.161713
1814,-0.0594127
1815,0.461729
1816,0.213806
1817,0.0984268
1818,0.387972
