search term,similarity to product title
625,0.393696
626,0.196925
627,0.481125
628,-0.0017841
629,0.0837426
630,0.0167672
631,0.0524358
632,0.282085
633,0.316438
634,0.0876528
635,0.247771
636,-0.0107572
637,0.550178
638,0.571901
639,0.577456
640,0.0826433
641,0.000600182
642,0.752182
643,0.0285271
644,0.633925
645,0.346855
646,0.0711582
647,0.075744
648,0.0355763
649,0.0396024
650,0.480323
651,0.642721
652,0.233409
653,0.44383
654,0.22243
655,0.222759
656,0.722686
657,0.369418
658,0.0247664
659,0.0752508
660,0.0804571
661,0.434933
662,0.768649
663,0.0338406
664,0.0553217
665,0.0599245
666,0.599692
667,0.208897
668,0.0765223
669,0.00773682
670,0.0636429
671,0.425683
672,0.295515
673,0.384362
674,0.260017
675,-0.0112949
676,0.504977
677,0.342934
678,0.0228575
679,0.316951
680,-0.000130259
681,0.00676155
682,0.266178
683,0.0611693
684,0.361194
685,0.014538
686,0.0221033
687,0.410648
688,0.553328
689,0.785167
690,0.739657
691,0.463062
692,0.424426
693,0.477354
694,0.556895
695,0.408325
696,0.417569
697,0.00408736
698,0.104208
699,0.209949
700,0.25873
701,0.261332
702,0.0174247
703,-0.0199972
704,0.0829398
705,0.533519
706,0.522662
707,0.515302
708,0.488934
709,0.580663
710,0.135045
711,0.589606
712,0.589606
713,0.502058
714,0.378715
715,0.419308
716,0
717,0.527054
718,0.446805
719,0.367224
720,0.130102
721,0.262964
722,0.0352879
723,-0.0340698
724,0.110922
725,0.236198
726,0.236198
727,0.0352879
728,0.56373
729,-0.00164832
730,0.110922
731,-0.0113218
732,0.0352879
733,0.0352879
734,0
735,0.41999
736,0.414157
737,0.591225
738,0.646719
739,0.647214
740,0.645656
741,0.00418653
742,0.591225
743,0.00570712
744,0.0426607
745,0.0174497
746,-0.0027276
747,0.0136476
748,0.0181072
749,0.404884
750,0.392317
751,0.0201319
752,0.0371232
753,0.380722
754,0.0139956
755,0.303313
756,0.383975
757,0.491789
758,0.0367584
759,0.10011
760,0.0182079
761,0.568353
762,0.0320543
763,0.113198
764,0.23678
765,0.239912
766,0.00191
767,0.357849
768,0.357849
769,0.0745522
770,0.0058352
771,0.168144
772,0.0126366
773,0.0286647
774,0.0358664
775,0.305592
776,0
777,0.275673
778,0.00471067
779,0.118072
780,0.436315
781,0.362601
782,0.529157
783,0.529157
784,0.431311
785,0.021037
786,0.198267
787,0.363724
788,0.125859
789,0.348761
790,0.325936
791,0.539462
792,0.444983
793,0.244377
794,0.459773
795,0.558685
796,0.505427
797,0.485296
798,0.832517
799,0.75763
800,0.487553
801,0.267474
802,0.450224
803,0.664635
804,0.485671
805,0.529841
806,0.368871
807,0.698916
808,0.324402
809,0.0608386
810,0.244325
811,0.120086
812,-0.00568991
813,0.312273
814,0.6997
815,0.421882
816,0.289102
817,0.465404
818,0.643641
819,0.48137
820,0.549705
821,0.288775
822,0.501032
823,0.201288
824,0.357794
825,0.0786115
826,0.316271
827,0.16825
828,0.47506
829,-0.0469409
830,0.45929
831,0.358887
832,0.0247704
833,0.348846
834,0.456511
835,0.522587
836,0.519769
837,0.548795
838,0.524881
839,0.2627
840,0.408618
841,0.697549
842,0.380008
843,-0.0413694
844,0.415549
845,0.066675
846,0.180378
847,0.713209
848,0.448988
849,0.829095
850,0.983572
851,0.0262143
852,0.595558
853,0.37687
854,0.366997
855,0.627811
856,0.253262
857,0.243505
858,0.126082
859,-0.000555325
860,0.00455563
861,-0.00531356
862,0.0107441
863,0.15918
864,0.253167
865,0.181302
866,0.399924
867,0.557954
868,0.0668406
869,0.174315
870,0.0146393
871,0.0101479
872,0.467438
873,0.47732
874,0.933125
875,0.454567
876,0.0667876
877,0.664277
878,0.685875
879,0.531341
880,0.502182
881,0.571989
882,0.100665
883,0.388516
884,0.548708
885,0.338131
886,0.30636
887,0.69103
888,0.302488
889,0.336633
890,0.370645
891,0.0562681
892,0.188598
893,-0.00241807
894,0.287106
895,0.550885
896,0.458622
897,0.96372
898,0.85679
899,0.782227
900,0.11958
901,0.454896
902,0.0151174
903,-0.00140436
904,0.261337
905,0.347188
906,0.104284
907,0.735755
908,0.458093
909,0.505346
910,0.526461
911,0.525769
912,0.216125
913,0.21493
914,0.296985
915,0.218491
916,0.0496178
917,0.171355
918,0.160429
919,0.145301
920,0.544721
921,0.335288
922,0.470918
923,0.00533239
924,0.606014
925,0.25783
926,0.64764
927,0.0156886
928,0.440153
929,0.0875243
930,0.645066
931,0.0450748
932,0.0147078
933,0.795458
934,0.499141
935,0
936,0.67602
937,0.00425787
938,-0.00527478
939,-0.00481967
940,0.292922
941,0.622204
942,0.736104
943,0.502701
944,0.557777
945,0.188322
946,0.198066
947,0.246913
948,0.0206104
949,0.732558
950,0.0256967
951,-0.0048819
952,0.0103862
953,0.0457413
954,0.000649144
955,-0.000197394
956,-0.00117932
957,-0.000717934
958,0.000410776
959,0.00257874
960,0.130656
961,0.0605194
962,0.694675
963,0.0263376
964,0.715624
965,0.0305029
966,0.280191
967,0.4723
968,0.00290447
969,0.65274
970,0.285648
971,0.475366
972,0.605617
973,0.50814
974,0.559335
975,0.0246603
976,0.562466
977,0.0437467
978,0.0147501
979,-0.000768838
980,0.0430121
981,0.0675002
982,0.189434
983,0.481374
984,0.0024318
985,0.469445
986,0.143342
987,0.201445
988,0.381498
989,0.365295
990,0.0544221
991,0.703867
992,0.410327
993,0.364843
994,0.305608
995,0.456195
996,0.00364118
997,0.996493
998,0.335692
999,0.235835
1000,0.0029679
1001,0.238828
1002,0.00850251
1003,0
1004,0.730065
1005,0.340399
1006,0.43535
1007,0.203541
1008,0.245656
1009,0.643879
1010,0
1011,0.359807
1012,0.269811
1013,0.0588367
1014,0.93533
1015,0.0581115
1016,-0.0515169
1017,0.230171
1018,0.46427
1019,0.321705
1020,0.347009
1021,0.643639
1022,0.732322
1023,0.648754
1024,0.799465
1025,0.753614
1026,0.796836
1027,0.0966457
1028,0
1029,0.0319574
1030,0.287461
1031,0.127646
1032,0.0213314
1033,0.668488
1034,0.0538112
1035,0.490208
1036,0.0545374
1037,-0.0205058
1038,0.0191721
1039,0.255571
1040,0.0426297
1041,0.459923
1042,0.441578
1043,0.357046
1044,0.0321187
1045,0.0530166
1046,0.787739
1047,0.291611
1048,0.187676
1049,0.00450757
1050,0.073115
1051,0.494748
1052,0.0147027
1053,0.00373656
1054,0.159813
1055,-0.0196577
1056,0.562064
1057,0.610997
1058,0.482833
1059,0.346978
1060,0.370394
1061,0.170305
1062,0.129193
1063,0.641734
1064,0.506045
1065,0.365234
1066,0.515683
1067,0.568375
1068,0.568375
1069,0.0272777
1070,0.650818
1071,-0.00169493
1072,0.102663
1073,0.650818
1074,0.426416
1075,0.426155
1076,0.306563
1077,0.0476901
1078,0.0664461
1079,-0.0189411
1080,0.486746
1081,0.0733249
1082,0.238062
1083,0.474938
1084,0.0316536
1085,0.011833
1086,0.00800458
1087,0.0234501
1088,-0.000290211
1089,0.0195336
1090,0.161626
1091,0.757402
1092,0.421489
1093,0.568625
1094,0.643083
1095,0.313048
1096,0.234778
1097,0
1098,0.489218
1099,0.26968
1100,0.664867
1101,0.134082
1102,0.223288
1103,0.410804
1104,0.716609
1105,0.110441
1106,0.0383674
1107,0.509609
1108,0.58748
1109,0.234264
1110,0.567525
1111,0.778132
1112,0.4668
1113,0.778072
1114,0.54285
1115,0.576253
1116,0.704683
1117,0.520201
1118,0.49034
1119,0.739563
1120,0.591553
1121,0.610335
1122,0.0148774
1123,0.502985
1124,0.0111229
1125,0.0241783
1126,0.0574742
1127,0.0250822
1128,0.673293
1129,0.758262
1130,0.807605
1131,0.684207
1132,0.362102
1133,0.571852
1134,0.167882
1135,0.499234
1136,0.426979
1137,0.669368
1138,0.00679948
1139,0.25661
1140,0.26452
1141,0.694586
1142,0.00613624
1143,0.0208512
1144,0.522825
1145,0.325516
1146,-0.00302289
1147,0.192014
1148,0.629718
1149,0.478953
1150,0.605894
1151,0.0185831
1152,0.0509769
1153,0.0699493
1154,0.0593809
1155,-0.0307393
1156,0.285751
1157,0.227261
1158,0.704172
1159,0.576968
1160,0.477528
1161,0.698012
1162,0.00180792
1163,-0.00183714
1164,-0.00222774
1165,0.2535
1166,0.341776
1167,0.38887
1168,0.082005
1169,0.722427
1170,0.509502
1171,0.413598
1172,0.00156324
1173,0.496074
1174,0.67109
1175,0.387895
1176,0.256565
1177,0.542861
1178,-0.0300175
1179,-0.0285199
1180,0.640663
1181,0.12547
1182,0.523253
1183,0.205985
1184,0.302309
1185,0.591238
1186,0.568062
1187,0.771803
1188,0.374472
1189,0.282859
1190,0.555235
1191,0.320393
1192,0.0463764
1193,0.0463764
1194,0.597362
1195,-0.137846
1196,0.071658
1197,0.218336
1198,0.270034
1199,0.09442
1200,0.0491718
1201,0.599983
1202,0.0638379
1203,0.68277
1204,0.676519
1205,0.40153
1206,0.457594
1207,0.514568
1208,0.302894
1209,0.235203
1210,0.300872
1211,0.607611
1212,0.185883
1213,0.519139
1214,0.375635
1215,0.645983
1216,0.800458
1217,0.750633
1218,0.22015
1219,0.255832
1220,0.586217
1221,0.836786
1222,0.602824
1223,0.629534
1224,0.466443
1225,0.0440843
1226,0.0241576
1227,0.267086
1228,0.558423
1229,0.278788
1230,0.052291
1231,0.205512
1232,0.262531
1233,0.267433
1234,0.160559
1235,0.449862
1236,0.602708
1237,0.523573
1238,0.535536
1239,0.297101
1240,0.312266
1241,0.173799
1242,0.00504547
1243,0.0448945
1244,0.348786
1245,0.0323622
1246,0.52014
1247,0.765995
1248,0.507618
1249,0.285061
1250,0.248327
1251,0.267666
1252,0.561329
1253,0.0621159
1254,0.235092
1255,0.42143
1256,0.459296
1257,0.643128
1258,0.324577
1259,0.341116
1260,0.870363
1261,0.0624715
1262,-0.0241702
1263,-0.00882592
1264,0.050878
1265,0.445411
1266,-0.0455944
1267,-0.0123223
1268,0.305637
1269,0.566473
1270,0.227967
1271,0.106396
1272,0.21554
1273,0.479336
1274,0.46403
1275,0.627359
1276,0.608846
1277,0.6328
1278,0.037575
1279,0.21994
1280,-0.00189018
1281,0
1282,0.0191483
1283,0.605849
1284,0.0121741
1285,0.477958
1286,0.123249
1287,0.00301461
1288,0.493793
1289,0.368969
1290,0.0900359
1291,0.267924
1292,0.492633
1293,0.502594
1294,0.281146
1295,0.286924
1296,0.00122476
1297,0
1298,0.280491
1299,0.00808387
1300,0.531799
1301,0.308004
1302,0.321282
1303,0.242653
1304,0.192692
1305,0.232807
1306,0.241025
1307,0.14994
1308,0.406763
1309,0.310515
1310,0.190589
1311,0.812948
1312,0.510824
1313,0.488204
1314,0.377308
1315,0.369951
1316,0.396448
1317,0.620607
1318,0.483893
1319,0.444294
1320,0.0612739
1321,0.164459
1322,0.275667
1323,0.238177
1324,0.0764789
1325,0.174384
1326,0.689143
1327,0.00679933
1328,0.56405
1329,0.577039
1330,0.32671
1331,0.5772
1332,0.638906
1333,0.467019
1334,0.397835
1335,0.19612
1336,0.336123
1337,0.574953
1338,0.783525
1339,0.678796
1340,0.597159
1341,0.583793
1342,0.481948
1343,0.268785
1344,0.428532
1345,0.523369
1346,0.231158
1347,0.00363284
1348,0.066713
1349,-0.00240133
1350,0.528026
1351,0.527937
1352,0.0527233
1353,0.435645
1354,0.43475
1355,0.456585
1356,0.333717
1357,0.0724078
1358,0.00805062
1359,0.0206259
1360,-0.011242
1361,0.0306647
1362,0.00738896
1363,0.00204062
1364,0
1365,0.136836
1366,0.0285463
1367,0.277277
1368,0.401335
1369,0.189609
1370,0.0991614
1371,0.211622
1372,0.020899
1373,0.267317
1374,0
1375,0.075063
1376,0
1377,0.58258
1378,0.151624
1379,0.399023
1380,0.396223
1381,0.566859
1382,0.665151
1383,0.583064
1384,0.213396
1385,0.0654432
1386,0.666185
1387,0.638983
1388,0.725586
1389,0.0194442
1390,0.591436
1391,0.792837
1392,5.49E-05
1393,0.275306
1394,-0.0142868
1395,0.324188
1396,0.136122
1397,0.0939211
1398,0.0163877
1399,0.118642
1400,0.349661
1401,0.1456
1402,0.13837
1403,0.0433396
1404,0.306538
1405,0.148536
1406,0.320366
1407,0.178402
1408,0.183893
1409,0.60273
1410,0.507084
1411,0.272374
1412,0.35272
1413,0.492453
1414,0.664402
1415,0.663598
1416,0.446047
1417,0.40335
1418,0.240683
1419,0.598247
1420,0.429777
1421,0.292788
1422,0.00976893
1423,0.0827419
1424,0.283519
1425,0.415958
1426,0.322976
1427,0.445745
1428,0.16044
1429,0.0261878
1430,0.0391658
1431,0.609273
1432,0.0302451
1433,0.344985
1434,0.590083
1435,-0.0137259
1436,0.189052
1437,0.338771
1438,0.0453449
1439,0.841253
1440,-0.00180094
1441,0.243816
1442,0.0216254
1443,0.351739
1444,0.117285
1445,0.771501
1446,0.577252
1447,-0.00926709
1448,0.0471451
1449,0.422607
1450,0.348682
1451,0.00735516
1452,0.642532
1453,0.290713
1454,0
1455,0.416225
1456,0.572382
1457,0.608285
1458,0.464293
1459,0.0212816
1460,0.36889
1461,0.397247
1462,0.604465
1463,0.769018
1464,0.758453
1465,0.442721
1466,-0.00632074
1467,0.0165775
1468,0.0542759
1469,0.282447
1470,-0.032752
1471,0.256837
1472,0.276816
1473,0.509856
1474,0.126098
1475,0
1476,0.510851
1477,0
1478,0.161144
1479,0.177944
1480,0.248761
1481,0.274169
1482,0.650894
1483,-0.0220805
1484,0.565345
1485,0
1486,0.999695
1487,0.999922
1488,0.272496
1489,0.768323
1490,0.0558104
1491,0.0128984
1492,0.409702
1493,0.16366
1494,0.423323
1495,0.373169
1496,0.023708
1497,0.0776759
1498,0.24979
1499,-0.0270279
1500,0.0109639
1501,0.0109639
1502,0.453051
1503,0.454967
1504,0.576388
1505,0.445061
1506,0.403309
1507,-0.00736178
1508,0.0389645
1509,0.730912
1510,0.141632
1511,0.466237
1512,0
1513,0.555827
1514,0.681515
1515,0.693148
1516,0.0873295
1517,0.62389
1518,0.410979
1519,0.253492
1520,0.0171105
1521,0.299968
1522,0.421151
1523,0.447533
1524,-0.0303092
1525,0.576549
1526,0.788346
1527,0.0339959
1528,0.576549
1529,0.482619
1530,0.338916
1531,0.34799
1532,0.38048
1533,0.446671
1534,0.430363
1535,0.393343
1536,0.449143
1537,0.59697
1538,0.543891
1539,0.593731
1540,0.612591
1541,0.638113
1542,0.424931
1543,0.041096
1544,0.447673
1545,0.403294
1546,0.00954846
1547,-0.0293784
1548,0.438927
1549,0.715334
1550,0.0550165
1551,0.0264171
1552,0.0418435
1553,0.761023
1554,0.201236
1555,-0.000759134
1556,0.694505
1557,0.646025
1558,0.323929
1559,0.0107905
1560,0.039041
1561,0.790533
1562,0.530435
1563,0.16734
1564,0.394766
1565,0.413937
1566,0.276436
1567,0.394877
1568,0.294326
1569,0.235242
1570,0.234853
1571,0.844649
1572,0.84396
1573,0.688413
1574,0.357019
1575,0.0592736
1576,0.613017
1577,0.577762
1578,0.646879
1579,0.498281
1580,0.371922
1581,0.588612
1582,0.581964
1583,0.356224
1584,0.245537
1585,0.559151
1586,0.14347
1587,0.0253787
1588,0.283637
1589,0.0164816
1590,0.510384
1591,0.262562
1592,0.359036
1593,0.395543
1594,0.0621401
1595,-0.000741974
1596,0.262313
1597,0.308357
1598,0.364841
1599,0.364841
1600,0.0943219
1601,0.364841
1602,0
1603,0.47236
1604,0.493587
1605,0.20674
1606,0.00150527
1607,0.0932161
1608,0.408966
1609,0.411227
1610,0.112636
1611,0.406555
1612,0.643723
1613,0.704173
1614,0.352242
1615,0.195653
1616,0.256232
1617,0.118279
1618,0.352242
1619,0.0257508
1620,0.25871
1621,0.245627
1622,0.291611
1623,0.0985298
1624,0.110803
1625,0.89057
1626,0.392865
1627,0.602126
1628,0.554687
1629,0.504285
1630,0.505518
1631,0.464254
1632,0
1633,0.617962
1634,0.657439
1635,0.686524
1636,0.592379
1637,0.34699
1638,0.657439
1639,0.554177
1640,0.401588
1641,0.566937
1642,0.323215
1643,0.284904
1644,0.510006
1645,0.470227
1646,0.637418
1647,0.101241
1648,0.514597
1649,0
1650,0.624102
1651,0.993114
1652,0.492303
1653,0.360514
1654,0.295201
1655,0
1656,-0.00505307
1657,0.0255061
1658,0.000118839
1659,0.246765
1660,0.353868
1661,-0.00252972
1662,0.203564
1663,-0.00288588
1664,0.00812931
1665,0.375815
1666,0.457718
1667,0.0219855
1668,0.0333352
1669,0.102136
1670,0.697382
1671,0.830249
1672,0.488769
1673,0.697382
1674,-0.0308584
1675,0.256076
1676,0.146751
1677,0.0129877
1678,0.542661
1679,0.938272
1680,0.302496
1681,0.0119997
1682,0.236708
1683,0.0290382
1684,0.00466774
1685,0.00713002
1686,0.116229
1687,0.25454
1688,0.0568819
1689,0.0540736
1690,0.00655373
1691,0
1692,0.235991
1693,0.187046
1694,0.203747
1695,0.179059
1696,0.188923
1697,0.0348446
1698,0.189878
1699,0.0666893
1700,0.312284
1701,0.29247
1702,0.208523
1703,0.239578
1704,0.0797323
1705,0.0411473
1706,0.583943
1707,0.503168
1708,0.443802
1709,0.298615
1710,0.413821
1711,0.503419
1712,0.0107186
1713,0.0747044
1714,0.246943
1715,0.0439
1716,0.0292624
1717,0.379668
1718,0.153501
1719,0.0999609
1720,0.464421
1721,0.100493
1722,0.402868
1723,0.00827165
1724,0.0034854
1725,0.000155929
1726,0.43309
1727,0
1728,0.369511
1729,0.560562
1730,0.571346
1731,0.420301
1732,0.354111
1733,0.528837
1734,0.257348
1735,-0.0496484
1736,-0.00268002
1737,0.0758626
1738,0.437458
1739,0.0660431
1740,0
1741,0.0127049
1742,0.461016
1743,0.666931
1744,0
1745,-0.00222306
1746,0.11372
1747,0.11372
1748,0
1749,-0.0101318
1750,0.565424
1751,0.208132
1752,0.208132
1753,0.00250154
1754,0
1755,0
1756,0.205742
1757,0.322423
1758,0.671273
1759,0.116282
1760,0.427553
1761,0.435517
1762,0.116282
1763,0.171133
1764,0.536908
1765,0.486293
1766,0.245337
1767,0.178262
1768,0.463351
1769,0.123829
1770,0.946275
1771,0.298808
1772,-0.00737356
1773,0.43914
1774,0.626805
1775,0.0404287
1776,-0.000780147
1777,0.407775
1778,0.0145736
1779,0.552288
1780,0.586899
1781,-0.0925775
1782,0.587577
1783,0.0140092
1784,0.308435
1785,0.0162404
1786,0.507407
1787,0.572597
1788,0.0305573
1789,0
1790,0.020649
1791,0.00553201
1792,0.00339738
1793,0.506963
1794,0
1795,0.518981
1796,0.17764
1797,0.242739
1798,0.0089359
1799,-0.0990223
1800,0.229255
1801,0.140215
1802,0.130593
1803,0.611245
1804,0.120333
1805,0.218041
1806,0.35599
1807,0.514616
1808,0.25054
1809,0.298231
1810,0.164633
1811,0.329802
1812,0.515175
1813,0.443816
1814,-0.0457358
1815,0.205198
1816,0.304945
1817,0.00663676
1818,0.380154
1819,0.226601
1820,0.277224
1821,0.346468
1822,0.0245808
1823,0.490392
1824,0
1825,0.519806
1826,0.399658
1827,0.302904
1828,0.633777
1829,0.701221
1830,0.552392
1831,0.598395
1832,0.712015
1833,0.640261
1834,0.554226
1835,0.554313
1836,0.554293
1837,0.0755813
1838,0
1839,0.851393
1840,0.350699
1841,0.0164598
1842,0.189217
1843,0.487866
1844,0.45947
1845,0.535046
1846,0.450229
1847,0.0433852
1848,0.290145
1849,-0.0271948
1850,0.296019
1851,0.377147
1852,0.233057
1853,0.674081
1854,0.69453
1855,0.378172
1856,0.0614794
1857,0.0393858
1858,0
1859,0.537246
1860,0.459365
1861,0.292055
1862,-0.00115965
1863,0.268378
1864,0.0360579
1865,0
1866,0.43006
1867,0.358735
1868,0
1869,0.346521
1870,0.0279383
1871,0.262439
1872,0.016603
1873,0.00454568
1874,0.0370166
1875,0.00288366
1876,0.0407541
1877,-0.0235365
1878,-0.0136788
1879,0
1880,0.0411747
1881,0.212852
1882,0.448244
1883,0.419808
1884,0.700635
1885,0.188684
1886,0.326579
1887,0.331903
1888,-0.0508577
1889,0.05733
1890,0.0836476
1891,0.455774
1892,0.104498
1893,0.0252098
1894,0.411812
1895,0.258081
1896,0.00182508
1897,0.395228
1898,0.572728
1899,0.44025
1900,0.396844
